frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,479.655,504.854,476.019,431.095,247.614,219.798,286,220.536,202.92,204.051,384.138,343.12,227.882,218.527,369,401.902,492.2545,203.4855,233.706,223.2045
1,480.804,505.099,476.272,431.658,247.736,219.826,286,220.537,202.931,204.051,384.171,343.356,227.882,218.527,369,402.64,492.9515,203.491,233.781,223.2045
2,480.81,505.423,476.286,431.659,247.736,219.885,286,220.895,202.941,204.051,384.184,343.356,227.885,218.527,369,402.64,493.1165,203.496,233.8105,223.206
3,480.845,505.434,476.272,431.659,247.736,219.885,286,220.896,202.931,204.018,384.184,343.383,227.882,218.527,369,402.64,493.1395,203.4745,233.8105,223.2045
4,481.131,505.571,476.286,431.659,247.736,219.919,286,220.889,202.941,203.925,384.796,343.356,227.841,218.527,369,402.245,493.351,203.433,233.8275,223.184
5,481.56,505.805,476.514,431.659,247.693,219.919,286,220.889,203.033,203.81,384.808,343.383,227.841,218.625,369,402.245,493.6825,203.4215,233.806,223.233
6,482.059,505.959,476.514,431.602,247.485,219.919,286,220.889,203.06,203.749,384.808,343.203,228.031,218.741,369,401.859,494.009,203.4045,233.702,223.386
7,482.54,506.607,476.289,431.522,247.524,219.812,286,220.697,203.089,203.749,384.796,343.203,228.157,218.927,369,401.859,494.5735,203.419,233.668,223.542
8,482.778,506.9,476.514,431.602,247.524,219.812,286,220.678,203.451,203.596,384.796,343.203,228.238,218.927,369,402.182,494.839,203.5235,233.668,223.5825
9,482.778,506.9,476.514,431.602,247.524,219.812,286,220.623,203.498,203.525,384.808,343.203,228.254,218.927,369,402.182,494.839,203.5115,233.668,223.5905
10,483.267,506.993,479.981,431.73,247.604,220.003,286,220.678,203.498,203.356,386.389,343.203,228.323,218.727,369,401.859,495.13,203.427,233.8035,223.525
11,483.267,507.077,480.032,431.931,247.765,220.084,286,220.648,203.54,203.356,386.389,343.264,228.841,218.688,369,401.778,495.172,203.448,233.9245,223.7645
12,483.267,507.405,480.12,431.931,249.599,220.453,286,220.648,203.54,203.356,386.389,343.423,229.028,218.596,369,401.68,495.336,203.448,235.026,223.812
13,483.396,507.535,480.12,431.931,249.829,220.559,286,220.771,203.301,203.477,386.242,343.687,229.472,217.964,369,401.518,495.4655,203.389,235.194,223.718
14,483.768,507.763,480.255,431.881,249.829,220.559,286,220.869,203.301,203.491,386.242,343.687,229.472,217.964,369,401.68,495.7655,203.396,235.194,223.718
