frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,250.123,220.88,290.112,266.75,545.882,570.572,486.311,516.062,171.888,166.572,326.568,334.84,186.41,195.367,308.21,208.4186203473946,235.5015,169.23000000000002,558.227,190.8885
1,250.123,221.101,291.884,266.75,546.168,571.127,491.898,517.883,172.227,166.572,326.796,334.858,186.423,196.315,308.221,211.622,235.612,169.3995,558.6475,191.369
2,250.123,221.101,293.115,266.75,547.037,571.378,491.91,517.916,172.42,166.84,331.422,334.858,186.529,196.315,308.221,211.622,235.612,169.63,559.2075,191.422
3,250.123,221.101,293.301,266.75,547.048,571.558,492.03,517.916,172.42,166.572,331.568,334.858,186.529,196.36,308.21,211.622,235.612,169.49599999999998,559.303,191.4445
4,250.123,221.101,293.536,266.75,548.107,571.572,492.03,519.654,172.42,166.558,331.568,334.84,187.17,196.368,307.909,211.59,235.612,169.48899999999998,559.8395,191.769
5,250.245,220.98,293.301,266.87,548.496,571.8,492.225,520.721,172.283,166.558,331.422,334.832,187.357,196.36,307.732,211.17,235.6125,169.4205,560.1479999999999,191.8585
6,250.373,220.581,293.172,267.195,548.496,571.8,492.225,523.365,171.948,166.495,331.053,334.779,187.616,196.196,306.996,210.932,235.47699999999998,169.2215,560.1479999999999,191.906
7,250.373,220.371,293.172,267.385,548.496,571.8,492.225,523.435,171.948,166.077,331.053,334.779,187.624,195.914,305.904,211.17,235.372,169.0125,560.1479999999999,191.769
8,250.373,219.437,293.172,267.195,547.904,571.967,492.073,523.435,171.949,166.077,331.053,334.435,187.649,195.739,305.904,210.932,234.905,169.013,559.9355,191.69400000000002
9,250.245,219.352,293.172,267.385,547.904,571.967,492.073,523.435,171.949,166.023,331.106,334.435,187.624,195.681,305.904,210.804,234.7985,168.986,559.9355,191.6525
10,250.192,219.352,293.172,267.385,547.904,571.622,492.073,523.365,171.812,165.939,331.106,334.597,187.624,195.681,306.018,210.141,234.772,168.8755,559.7629999999999,191.6525
11,249.904,219.218,293.13,267.249,547.904,571.849,492.199,523.435,165.528,165.779,331.115,334.597,187.591,195.739,306.322,209.991,234.56099999999998,165.6535,559.8765000000001,191.66500000000002
12,249.778,218.927,292.976,267.249,547.904,571.849,492.492,523.272,165.124,165.269,331.106,334.597,187.449,195.903,306.388,209.086,234.3525,165.19650000000001,559.8765000000001,191.676
13,249.666,218.892,292.801,267.594,547.827,571.746,492.842,522.819,165.124,164.767,331.049,334.866,187.414,195.964,306.721,208.652,234.279,164.94549999999998,559.7864999999999,191.689
14,249.628,218.414,292.456,267.564,547.826,571.739,493.062,522.819,165.033,164.767,331.008,335.006,187.386,196.008,307.446,208.652,234.021,164.89999999999998,559.7825,191.697
15,249.628,218.414,292.456,267.564,547.826,571.739,493.063,523.53,164.798,164.767,330.865,335.006,187.386,196.16,307.446,208.652,234.021,164.7825,559.7825,191.773
16,249.628,218.414,292.456,267.564,547.826,571.739,493.063,523.53,164.277,164.95,330.844,334.866,187.386,196.405,307.957,208.847,234.021,164.6135,559.7825,191.8955
