frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,266.5615,189.755,318.307,317.847,299.852,323.787,552.6485,181.4375,497.92,340.997,523.671,315.005,282.174,250.949,537.348,567.949,192.345,187.165,181.262,181.613
1,267.7155,190.769,322.96,317.866,301.333,324.283,552.939,181.862,499.039,340.997,523.671,315.805,282.564,252.867,537.366,568.512,193.505,188.033,182.111,181.613
2,267.7295,190.7815,323.276,318.89,302.173,324.595,552.939,182.3165,499.74,341.244,523.671,315.805,282.564,252.895,537.366,568.512,193.53,188.033,182.177,182.456
3,267.762,190.7815,323.283,318.896,302.177,324.63,552.93,182.3165,499.76,341.624,523.661,315.805,282.564,252.96,537.348,568.512,193.53,188.033,182.177,182.456
4,267.746,190.6815,323.466,318.896,302.254,324.63,552.481,183.1325,500.323,345.086,524.382,314.59275,282.542,252.95,537.274,567.688,193.53,187.833,183.533,182.732
5,267.643,191.121,323.466,318.89,302.254,324.595,552.398,183.215,500.323,345.116,525.103,313.3805,282.336,252.95,537.188,567.608,194.481,187.761,183.553,182.877
6,267.544,191.112,323.558,318.604,302.608,323.764,551.805,183.215,500.323,345.256,525.824,312.16825,282.138,252.95,537.188,566.422,194.481,187.743,183.553,182.877
7,267.4305,190.944,323.809,318.604,302.628,323.614,551.808,183.205,500.24,345.256,526.545,310.956,281.911,252.95,537.274,566.342,194.15,187.738,183.533,182.877
8,267.4305,191.1095,323.867,318.604,302.608,323.614,550.989,182.7345,500.027,345.256,527.266,309.74375,281.911,252.95,536.953,565.025,194.481,187.738,183.186,182.283
9,267.4345,191.202,323.867,318.604,302.195,323.764,550.9845,182.709,499.83,345.256,527.987,308.5315,281.911,252.958,537.043,564.926,194.661,187.743,183.186,182.232
10,267.5995,190.993,323.867,318.607,302.088,324.227,550.58,182.422,499.739,345.256,528.708,307.31925,281.918,253.281,537.043,564.117,194.15,187.836,183.073,181.771
11,267.646,190.8785,323.018,318.607,301.064,324.849,550.5295,182.2,494.087,346.748,529.429,306.107,282.011,253.281,536.953,564.106,193.791,187.966,182.724,181.676
12,267.8775,190.642,322.897,318.183,300.072,324.849,549.543,181.16,493.598,346.748,530.15,304.89475,282.474,253.281,536.329,562.757,193.318,187.966,182.122,180.198
13,267.756,190.577,318.283,316.789,300.049,324.227,549.517,180.221,493.598,346.748,530.871,303.6825,282.573,252.939,536.329,562.705,193.318,187.836,180.652,179.79
14,267.731,190.577,317.534,316.789,299.001,324.868,549.517,179.838,493.598,346.254,531.592,302.47025,282.523,252.939,536.329,562.705,193.318,187.836,180.271,179.405
15,267.756,190.7925,317.147,316.789,298.713,324.868,549.454,179.6925,493.639,346.169,532.313,301.258,282.573,252.939,536.329,562.579,193.439,188.146,180.271,179.114
16,268.121,190.97,316.98,316.819,298.562,325.464,549.179,179.816,493.665,341.051,517.163,301.258,282.687,253.555,536.329,562.029,193.794,188.146,180.584,179.048
17,268.219,191.1715,316.965,316.876,298.319,325.464,548.671,179.816,493.665,339.906,515.275,301.258,282.87,253.568,535.94,561.402,193.853,188.49,180.584,179.048
18,268.3315,192.7495,316.896,317.141,297.524,325.628,548.11,180.5475,494.695,339.906,515.275,308.606,282.912,253.751,535.404,560.816,194.522,190.977,182.047,179.048
19,268.563,193.068,316.866,317.592,296.5,325.464,546.938,180.651,494.695,339.658,515.275,314.422,283.193,253.933,534.001,559.875,194.522,191.614,182.163,179.139
20,268.7025,193.2365,316.753,317.608,296.041,325.379,546.938,180.8795,494.695,339.582,514.64,314.422,283.193,254.212,534.001,559.875,194.859,191.614,182.529,179.23
21,268.703,193.2365,316.692,317.608,296.041,325.023,546.9095,180.9,494.695,339.582,515.814,314.422,283.194,254.212,533.944,559.875,194.859,191.614,182.529,179.271
22,268.708,193.018,316.378,317.608,296.041,325.023,546.5925,180.856,494.695,339.576,515.934,313.415,283.194,254.222,533.944,559.241,194.522,191.514,182.322,179.39
23,268.8565,193.1865,316.378,317.381,297.679,324.469,546.1925,180.9235,494.955,339.531,515.992,313.415,283.387,254.326,533.193,559.192,194.859,191.514,182.322,179.525
24,268.8565,193.1865,316.378,317.16,297.679,324.469,545.967,180.529,494.955,339.531,519.407,313.415,283.387,254.326,532.264,559.67,194.859,191.514,181.448,179.61
25,268.8045,193.1155,316.213,317.16,297.679,324.469,545.563,180.5395,494.568,339.576,519.407,313.56,283.387,254.222,531.456,559.67,194.693,191.538,181.269,179.81
26,268.613,192.892,316.966,317.16,296.819,324.157,545.37,180.855,494.568,339.716,519.407,313.581,283.005,254.221,531.456,559.284,194.246,191.538,181.448,180.262
27,268.515,193.1725,316.966,317.265,296.739,324.469,545.54,180.4295,494.9,339.9,519.368,314.107,282.874,254.156,531.796,559.284,194.693,191.652,181.249,179.61
28,268.515,192.929,316.849,317.265,294.574,324.157,545.54,180.4095,494.652,341.973,519.28,314.107,282.874,254.156,531.796,559.284,194.307,191.551,181.209,179.61
29,268.585,192.96,316.849,317.265,294.063,323.813,545.6205,180.7785,494.824,342.325,518.687,314.218,283.005,254.165,531.957,559.284,194.246,191.674,181.209,180.348
30,268.613,193.0485,316.849,317.073,293.194,322.751,546.28,179.683,494.832,342.842,518.687,314.296,283.005,254.221,533.78,558.78,194.307,191.79,180.344,179.022
31,268.947,193.292,316.49,317.073,292.548,322.642,546.3435,178.9725,494.824,342.912,518.687,314.328,282.985,254.909,533.907,558.78,194.307,192.277,179.042,178.903
32,269.2255,193.292,316.567,317.073,292.548,322.572,546.3435,178.3315,494.824,342.912,518.687,314.421,283.542,254.909,533.907,558.78,194.307,192.277,178.692,177.971
33,268.8675,193.3205,316.369,317.087,294.063,317.735,546.4205,178.2735,494.832,342.942,518.161,314.426,283.113,254.622,533.907,558.934,194.364,192.277,178.576,177.971
34,268.8405,192.7485,316.369,317.3,296.901,317.735,546.4205,177.982,495.055,342.912,519.054,314.421,283.059,254.622,533.907,558.934,194.425,191.072,177.993,177.971
35,268.684,192.7485,316.567,317.403,297.285,317.612,546.869,178.824,495.134,342.912,519.054,314.426,283.113,254.255,533.694,560.044,194.425,191.072,177.993,179.655
