frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,247.572,218.651,292.716,261.261,545.884,570.683,594.47,500.447,171.017,167.235,318.414,331.171,186.712,190.679,331.46,289.571,233.1115,169.126,558.2835,188.69549999999998
1,247.572,218.651,292.727,261.395,545.884,570.684,594.47,500.631,171.175,167.464,319.051,331.171,186.923,190.716,331.46,289.598,233.1115,169.3195,558.284,188.8195
2,247.719,218.714,292.818,261.49,545.884,570.684,594.47,500.631,171.179,167.913,319.057,331.171,186.923,190.716,331.46,290.848,233.2165,169.546,558.284,188.8195
3,247.719,218.714,292.818,261.654,545.869,570.683,594.47,500.631,171.179,167.913,319.099,331.158,186.923,190.679,331.46,290.848,233.2165,169.546,558.2760000000001,188.801
4,247.572,218.651,292.818,261.654,544.684,570.097,594.47,500.447,171.179,167.913,319.099,331.158,186.809,189.923,331.46,290.848,233.1115,169.546,557.3905,188.36599999999999
5,247.546,218.703,292.999,261.982,543.93,569.157,594.47,500.268,171.179,167.79,319.099,331.139,186.662,189.834,331.46,290.202,233.1245,169.4845,556.5435,188.248
6,246.971,218.703,292.999,261.982,542.105,568.506,594.47,499.983,171.082,167.099,319.099,331.139,186.211,189.231,331.46,290.041,232.837,169.0905,555.3054999999999,187.721
7,246.971,218.317,292.999,261.982,541.821,567.904,594.47,499.477,171.082,166.837,318.976,331.329,186.018,188.656,331.46,289.801,232.644,168.9595,554.8625,187.337
8,246.971,218.317,292.786,261.832,541.818,566.471,594.47,499.318,171.082,166.837,318.976,331.47,186.006,188.46,331.46,289.801,232.644,168.9595,554.1445,187.233
9,246.971,218.465,292.593,261.226,541.683,566.392,594.47,499.147,171.094,166.837,318.973,331.47,185.952,188.441,331.46,289.619,232.71800000000002,168.9655,554.0375,187.19650000000001
10,247.008,218.465,292.593,261.161,541.683,566.222,594.47,499.147,171.371,167.07,318.973,331.475,185.974,188.441,331.46,289.619,232.7365,169.22050000000002,553.9525,187.20749999999998
