frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,288.111,219.7105,307.992,218.478,270.311,218.228,545.9335,176.891,501.305,344.689,501.729,171.826,308.654,267.568,533.889,557.978,219.269,220.152,180.361,173.421
1,288.111,219.7105,308.325,218.478,270.824,218.228,546.3824999999999,176.9215,501.335,344.689,502.976,172.19,308.654,267.568,534.787,557.978,219.269,220.152,180.366,173.477
2,288.111,219.7105,308.515,218.658,270.829,218.228,546.4915,177.314,502.055,344.689,502.976,172.197,308.654,267.568,534.959,558.024,219.269,220.152,180.999,173.629
3,288.111,219.7105,308.515,218.658,270.829,218.228,546.482,177.352,501.781,344.671,502.976,172.197,308.654,267.568,534.959,558.005,219.269,220.152,180.864,173.84
4,288.111,219.7105,308.515,218.783,270.829,218.228,546.4685,177.3225,501.343,344.594,502.595,172.197,308.654,267.568,534.959,557.978,219.269,220.152,180.625,174.02
5,288.111,219.7105,308.348,218.783,270.829,218.302,546.482,177.3225,501.343,344.494,502.595,172.311,308.654,267.568,534.959,558.005,219.269,220.152,180.625,174.02
6,288.111,219.7105,308.348,218.837,271.036,218.302,546.6110000000001,177.3225,501.343,344.494,501.787,172.342,308.654,267.568,535.027,558.195,219.269,220.152,180.625,174.02
7,288.111,219.7105,308.348,218.905,271.036,218.302,547.1015,177.0935,500.492,344.494,501.685,172.332,308.654,267.568,535.655,558.548,219.269,220.152,180.472,173.715
8,288.111,219.7105,308.548,218.936,271.808,218.302,547.1015,176.9185,498.666,344.567,501.633,172.332,308.654,267.568,535.655,558.548,219.269,220.152,180.273,173.564
9,288.111,219.7105,308.548,218.905,271.808,218.302,547.2125,176.89749999999998,498.513,344.576,501.633,172.311,308.654,267.568,535.655,558.77,219.269,220.152,180.273,173.522
10,288.111,219.7105,308.576,218.905,271.808,218.449,547.1915,176.9795,498.513,344.576,501.633,172.332,308.654,267.568,535.613,558.77,219.269,220.152,180.472,173.487
11,288.111,219.7105,308.548,218.761,271.138,218.536,547.0115000000001,177.1635,498.513,344.567,501.633,172.147,308.654,267.568,535.383,558.64,219.269,220.152,180.805,173.522
12,288.111,219.7105,308.035,218.761,270.522,218.72,546.631,177.60950000000003,499.171,344.248,502.277,172.079,308.654,267.568,534.622,558.64,219.269,220.152,181.836,173.383
13,288.111,219.7105,307.893,218.761,270.321,218.72,546.7065,177.6605,499.2,344.248,502.724,172.019,308.654,267.568,534.481,558.932,219.269,220.152,182.057,173.264
