frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,253.13,185.5045,324.442,315.524,310.23,323.199,490.92650000000003,187.0975,444.33,331.347,443.607,315.863,268.07,238.19,477.939,503.914,187.266,183.743,187.674,186.521
1,253.4725,185.55349999999999,324.442,315.604,310.285,323.296,491.263,187.16199999999998,444.351,331.698,443.612,315.889,268.154,238.791,478.174,504.352,187.321,183.786,187.706,186.618
2,253.4985,186.085,324.835,315.604,310.356,323.443,491.28150000000005,187.298,444.351,331.699,443.693,315.889,268.206,238.791,478.194,504.369,188.116,184.054,187.731,186.865
3,253.5995,186.085,324.835,315.604,310.356,323.443,491.273,187.299,444.33,331.698,443.716,315.889,268.408,238.791,478.194,504.352,188.116,184.054,187.733,186.865
4,253.4265,186.44299999999998,324.442,315.688,310.285,323.296,491.273,187.304,444.197,331.699,443.612,315.889,268.206,238.647,478.194,504.352,188.253,184.633,187.733,186.875
5,253.52050000000003,186.795,324.416,315.759,310.356,323.443,491.2565,187.298,444.197,331.698,443.716,315.889,268.408,238.633,478.184,504.329,188.706,184.884,187.731,186.865
6,253.474,186.795,324.647,316.034,312.086,324.827,491.251,187.325,444.164,331.628,443.716,315.815,268.408,238.54,478.173,504.329,188.706,184.884,187.714,186.936
7,253.42950000000002,186.44299999999998,324.631,316.087,312.092,325.591,491.21500000000003,187.324,444.129,331.312,443.57,315.667,268.408,238.451,478.101,504.329,188.253,184.633,187.712,186.936
8,253.452,186.42149999999998,324.34,316.244,312.086,324.827,491.2855,187.2735,444.129,331.628,443.57,315.667,268.453,238.451,478.101,504.47,188.253,184.59,187.611,186.936
9,253.452,186.6275,324.631,316.087,312.086,325.113,491.275,187.261,444.032,331.628,443.548,315.667,268.453,238.451,478.08,504.47,188.665,184.59,187.611,186.911
10,253.36899999999997,186.5025,324.647,316.034,312.086,325.113,491.2765,187.256,444.009,331.197,443.536,315.693,268.453,238.285,478.08,504.473,188.415,184.59,187.601,186.911
11,253.37900000000002,186.631,324.631,316.087,312.092,325.113,491.2715,187.2305,444.032,331.82,443.531,316.026,268.473,238.285,478.07,504.473,188.665,184.597,187.56,186.901
12,253.47449999999998,186.8845,324.432,316.442,312.147,324.97,491.2625,187.256,444.19,331.82,443.324,316.162,268.506,238.443,478.051,504.474,189.172,184.597,187.611,186.901
13,253.45800000000003,186.8605,324.432,316.442,312.147,324.97,491.2625,187.2665,444.19,331.804,443.324,316.123,268.473,238.443,478.051,504.474,189.124,184.597,187.632,186.901
14,253.44,186.95,324.432,316.442,312.147,324.97,491.3555,187.309,444.217,331.759,443.324,316.164,268.506,238.374,478.051,504.66,189.349,184.551,187.632,186.986
15,253.55450000000002,186.95,324.276,316.442,312.147,324.948,491.3555,187.309,444.217,331.804,443.324,316.164,268.666,238.443,478.051,504.66,189.349,184.551,187.632,186.986
16,253.56900000000002,186.837,324.276,316.275,312.239,324.864,491.348,187.3305,444.217,331.804,443.324,316.123,268.666,238.472,478.036,504.66,189.124,184.55,187.632,187.029
