frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,265.038,190.035,297.391,230.95,272.439,220.322,553.087,179.9825,495.031,342.809,518.446,316.092,282.889,247.187,538.579,567.595,199.458,180.612,178.528,181.437
1,265.155,190.167,297.678,231.021,272.523,220.827,553.088,180.0875,495.169,343.258,519.028,316.241,283.052,247.258,538.581,567.595,199.458,180.876,178.534,181.641
2,265.155,190.1675,297.678,231.021,272.523,220.827,553.0885,180.104,495.212,343.384,519.028,316.251,283.052,247.258,538.582,567.595,199.458,180.877,178.534,181.674
3,265.2305,190.3625,297.678,230.95,272.524,220.322,553.136,180.111,495.212,343.384,518.446,316.257,283.052,247.409,538.678,567.594,199.448,181.277,178.548,181.674
4,265.257,190.331,297.235,230.761,272.524,220.363,553.0935,180.111,495.212,343.513,519.039,316.257,283.067,247.447,538.594,567.593,199.448,181.214,178.548,181.674
5,265.285,190.3155,297.149,230.761,272.757,220.363,553.0135,180.7515,494.907,343.485,519.029,316.257,283.161,247.409,538.594,567.433,199.417,181.214,179.661,181.842
6,265.3315,190.582,297.149,230.761,272.757,220.363,552.949,180.865,494.723,343.485,518.279,316.257,283.161,247.502,538.594,567.304,199.417,181.747,179.815,181.915
7,265.3315,191.1055,297.149,230.893,272.769,220.604,552.805,180.995,494.534,343.635,518.373,316.1,283.161,247.502,538.497,567.113,200.167,182.044,179.91,182.08
8,265.2835,190.9775,297.272,230.934,272.783,220.69,552.6175,181.558,494.668,343.635,518.373,316.031,283.191,247.376,537.931,567.304,200.167,181.788,181,182.116
9,265.0425,191.136,297.272,231.032,272.769,220.903,552.466,181.558,494.654,343.485,518.279,316.031,282.838,247.247,537.874,567.058,200.484,181.788,181,182.116
10,265.0335,191.136,297.352,231.058,272.633,220.69,552.349,181.725,494.615,343.293,518.14,316.005,282.82,247.247,537.867,566.831,200.484,181.788,181.334,182.116
11,265.0335,190.8625,297.352,231.494,272.325,221.053,552.3215,181.417,494.615,343.293,517.83,316.1,282.82,247.247,537.852,566.791,200.045,181.68,181,181.834
12,265.0335,190.8625,297.452,231.804,272.325,221.123,552.2975,181.3525,494.654,343.293,517.821,316.119,282.82,247.247,537.537,567.058,200.045,181.68,180.878,181.827
13,261.957,191.1095,297.495,231.804,272.325,221.217,552.2685,180.979,494.654,343.511,517.821,316.219,276.667,247.247,537.479,567.058,200.539,181.68,180.564,181.394
14,261.989,190.9165,297.531,231.804,272.152,221.053,552.469,180.979,494.685,343.511,517.672,316.119,276.667,247.311,537.479,567.459,200.045,181.788,180.564,181.394
15,265.0175,190.8955,297.61,231.804,272.384,221.053,552.5115,180.826,495.297,343.511,517.498,316.119,282.724,247.311,537.537,567.486,200.003,181.788,180.088,181.564
16,264.894,190.778,297.61,232.085,272.384,221.001,552.636,180.9575,495.297,343.315,517.601,316.023,282.477,247.311,537.678,567.594,199.587,181.969,180.088,181.827
17,265.0175,190.6415,297.647,232.085,272.102,220.929,552.636,180.843,495.297,343.308,517.601,316.023,282.724,247.311,537.678,567.594,199.495,181.788,180.122,181.564
18,265.0515,190.6415,297.647,232.085,271.924,220.802,552.7515,180.942,494.792,343.234,517.601,315.889,282.724,247.379,537.883,567.62,199.495,181.788,180.32,181.564
19,265.111,190.5795,297.61,232.085,269.659,219.724,552.9545,180.8285,494.702,343.022,519.206,315.607,282.728,247.494,537.883,568.026,199.495,181.664,180.225,181.432
20,265.1325,190.63,297.647,232.085,268.707,219.71,552.79,180.7525,494.551,343.308,519.206,315.607,282.728,247.537,537.882,567.698,199.472,181.788,180.225,181.28
21,265.451,190.6145,297.647,231.92,268.707,219.71,552.745,180.7525,494.551,343.308,519.206,315.897,282.826,248.076,537.792,567.698,199.441,181.788,180.225,181.28
22,265.1815,190.3465,297.296,231.809,268.707,219.71,552.85,180.7985,494.419,343.086,518.542,315.897,282.826,247.537,537.792,567.908,199.029,181.664,180.317,181.28
23,265.244,192.63,297.371,231.809,269.071,219.71,552.7985,180.586,494.192,343.086,518.47,316.033,282.925,247.563,537.689,567.908,199.029,186.231,180.317,180.855
24,265.53,192.961,297.673,231.809,272.11,221.038,552.732,181.023,494.192,343.089,517.934,316.082,282.984,248.076,537.627,567.837,199.472,186.45,181.372,180.674
25,265.471,193.186,297.673,231.92,272.381,221.096,552.7185,181.189,494.419,343.089,517.494,316.281,282.925,248.017,537.563,567.874,199.915,186.457,181.592,180.786
26,265.244,193.472,297.633,231.944,272.458,221.096,552.5805,181.1235,494.504,343.089,517.404,316.327,282.925,247.563,537.287,567.874,200.202,186.742,181.592,180.655
27,265.198,193.472,297.633,232.064,272.458,221.038,552.4785,181.2925,494.569,343.089,517.379,316.327,282.833,247.563,537.12,567.837,200.202,186.742,181.799,180.786
28,265.178,193.749,297.673,232.064,272.759,221.038,552.0035,181.227,494.569,343.456,517.347,316.327,282.833,247.523,537.12,566.887,200.756,186.742,181.799,180.655
29,265.178,193.749,297.633,232.654,272.956,221.265,551.916,181.314,494.569,343.456,517.093,316.28,282.833,247.523,537.04,566.792,200.756,186.742,181.842,180.786
30,265.112,191.3005,297.6,232.654,272.934,221.265,551.8165,181.3145,494.569,343.318,516.463,316.28,282.739,247.485,537.04,566.593,200.807,181.794,181.842,180.787
31,265.2035,191.242,297.496,232.313,273.006,221.356,551.512,181.616,494.602,343.318,516.445,316.28,283.087,247.32,537.04,565.984,200.754,181.73,182.353,180.879
32,265.2035,191.242,297.403,232.313,273.006,221.356,551.5495,181.6345,494.602,343.318,515.492,316.35,283.087,247.32,537.131,565.968,200.754,181.73,182.39,180.879
