frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,248.96300000000002,187.1725,315.82,310.825,298.739,315.844,525.684,162.859,498.76,340.276,477.356,338.671,262.447,235.479,513.416,537.952,188.165,186.18,162.693,163.025
1,249.411,187.267,316.072,310.915,298.988,315.882,525.873,162.88549999999998,499.243,340.302,477.404,338.696,263.339,235.483,513.704,538.042,188.331,186.203,162.719,163.052
2,249.638,187.5695,316.159,310.915,299.387,315.891,525.9035,163.099,499.285,340.623,477.536,338.957,263.339,235.937,513.765,538.042,188.331,186.808,162.719,163.479
3,249.647,187.529,316.181,310.915,299.387,315.882,525.8585,163.086,499.296,340.623,477.536,338.957,263.339,235.955,513.765,537.952,188.342,186.716,162.693,163.479
4,249.4115,187.5105,316.493,310.994,299.561,315.882,525.9035,163.099,499.296,340.642,477.536,339.063,262.851,235.972,513.765,538.042,188.342,186.679,162.719,163.479
5,249.4115,187.9255,316.532,311.223,299.387,315.818,525.864,162.8145,499.609,340.828,477.486,339.063,262.851,235.972,513.684,538.044,189.172,186.679,162.485,163.144
6,249.40300000000002,187.94,316.535,311.224,299.387,315.818,525.7215,162.8145,499.609,340.828,477.441,339.063,262.851,235.955,513.569,537.874,189.201,186.679,162.485,163.144
7,249.445,187.84550000000002,316.74,311.24,299.561,315.818,525.576,162.9325,499.426,340.828,477.247,338.713,263.351,235.539,513.278,537.874,189.263,186.428,162.721,163.144
8,249.39350000000002,187.675,316.74,311.269,299.561,315.836,525.1510000000001,163.1175,499.363,340.828,477.234,338.713,263.444,235.343,512.498,537.804,189.201,186.149,163.026,163.209
9,249.35750000000002,187.6605,316.552,311.24,299.317,315.904,525.1510000000001,163.1245,499.363,340.828,476.966,338.713,263.444,235.271,512.498,537.804,189.172,186.149,163.026,163.223
10,249.738,187.5645,316.723,311.224,299.718,315.904,525.149,163.1245,499.363,340.749,477.234,338.713,264.219,235.257,512.494,537.804,189.002,186.127,163.026,163.223
11,249.494,187.51749999999998,316.552,310.914,299.097,315.904,525.387,162.971,499.363,340.749,477.247,339.107,263.731,235.257,512.498,538.276,188.908,186.127,162.719,163.223
12,249.50099999999998,187.45499999999998,316.552,310.644,299.097,315.904,525.764,162.812,499.115,340.76,477.36,339.107,263.731,235.271,513.142,538.386,188.783,186.127,162.669,162.955
13,249.5865,187.47500000000002,316.723,310.616,299.111,315.966,525.849,162.66649999999998,499.115,340.76,477.38,339.074,263.916,235.257,513.195,538.503,188.769,186.181,162.378,162.955
14,249.57999999999998,187.47500000000002,316.723,310.616,299.111,315.967,525.8225,162.6285,499.115,340.76,477.38,339.074,263.916,235.244,513.142,538.503,188.769,186.181,162.322,162.935
15,249.5595,187.482,316.655,310.616,299.009,316.029,525.8225,162.5365,499.06,340.76,477.36,339.074,263.916,235.203,513.142,538.503,188.769,186.195,162.322,162.751
16,249.5595,187.3745,316.939,310.616,299.009,316.127,525.73,162.5365,498.596,340.76,477.007,339.061,263.916,235.203,513.037,538.423,188.554,186.195,162.322,162.751
