frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,206.973,200.327,279.766,344.36,267.061,351.015,517.769,187.038,436.374,358.24,444.79,376.244,219.004,194.942,501.047,534.491,202.459,198.195,187.767,186.309
1,208.7575,200.5165,280.075,344.582,267.201,351.908,518.182,187.0725,436.869,359.069,444.79,376.971,222.568,194.947,501.873,534.491,202.459,198.574,187.836,186.309
2,208.936,200.548,280.075,345.387,267.201,351.908,518.182,187.153,436.895,359.089,444.79,376.999,222.576,195.296,501.873,534.491,202.459,198.637,187.997,186.309
3,209.233,200.769,280.48,345.387,267.061,351.57,517.9995,187.149,436.869,359.069,444.788,377.303,222.568,195.898,501.509,534.49,202.459,199.079,187.997,186.301
4,209.237,200.7405,281.354,345.397,267.201,351.57,517.785,186.968,436.895,359.069,444.788,376.999,222.576,195.898,501.684,533.886,202.459,199.022,188.083,185.853
5,209.41,200.7625,280.48,345.397,266.897,351.077,517.7575,186.9505,437.207,358.844,444.788,377.288,222.922,195.898,501.684,533.831,202.434,199.091,188.083,185.818
6,209.41,200.8705,280.48,345.397,266.761,350.468,517.639,186.9505,437.241,358.844,445.23,377.303,222.922,195.898,501.511,533.767,202.65,199.091,188.083,185.818
7,209.3515,200.908,282.612,345.768,266.761,349.52,517.649,186.978,437.241,358.844,445.23,377.304,222.815,195.888,501.531,533.767,202.725,199.091,188.103,185.853
8,209.398,200.8765,282.649,345.768,266.761,349.52,517.7255,187.039,437.241,358.827,445.262,377.304,222.922,195.874,501.684,533.767,202.65,199.103,188.106,185.972
9,209.427,200.7685,282.612,345.432,266.744,349.828,517.778,187.107,437.225,359.031,445.23,377.319,222.987,195.867,501.789,533.767,202.434,199.103,188.171,186.043
10,209.3445,200.735,282.612,345.432,266.744,349.828,517.6565,187.1715,437.225,359.031,445.23,377.319,222.815,195.874,501.531,533.782,202.379,199.091,188.106,186.237
11,209.3425,200.565,280.432,345.294,267.272,349.949,518.062,187.073,437.225,359.031,445.342,377.584,222.797,195.888,501.902,534.222,202.115,199.015,188.103,186.043
12,209.837,200.105,279.899,345.232,267.501,350.269,518.157,186.978,437.513,358.827,445.342,377.584,222.901,196.773,501.902,534.412,201.195,199.015,187.913,186.043
13,210.8695,199.9425,279.899,345.137,269.13,352.001,517.8195,186.921,437.627,358.749,445.118,377.225,222.901,198.838,501.227,534.412,200.87,199.015,187.76,186.082
14,210.9075,199.8755,280.21,345.137,269.13,352.001,517.7555,186.921,437.737,358.731,445.102,377.219,222.821,198.994,501.099,534.412,200.736,199.015,187.76,186.082
15,210.9605,199.8755,280.21,345.137,268.613,350.336,517.7555,186.921,437.627,358.731,445.102,377.225,222.901,199.02,501.099,534.412,200.736,199.015,187.76,186.082
16,210.985,199.9505,281.003,345.327,269.093,350.336,517.7555,186.921,437.627,358.642,445.027,377.225,222.976,198.994,501.099,534.412,200.87,199.031,187.76,186.082
17,210.985,199.9735,281.124,345.327,269.093,350.336,517.8645,186.8535,437.627,358.731,445.027,377.275,222.976,198.994,501.489,534.24,200.946,199.001,187.76,185.947
18,210.8685,199.954,281.124,345.327,268.712,350.336,518.13,186.826,437.58,359.171,445.102,377.535,222.821,198.916,501.82,534.44,201.056,198.852,187.724,185.928
19,210.6475,199.9975,281.124,345.135,269.093,351.417,518.2665,186.823,437.501,359.183,445.164,377.775,222.572,198.723,501.82,534.713,201.11,198.885,187.718,185.928
20,210.571,200.0065,281.058,345.135,269.093,351.417,518.13,186.823,437.501,359.183,445.089,377.775,222.527,198.615,501.82,534.44,201.128,198.885,187.718,185.928
21,210.5145,199.99,280.477,345.066,269.269,351.551,518.2295,186.823,437.501,359.183,445.164,377.807,222.5,198.529,501.82,534.639,201.128,198.852,187.718,185.928
22,210.528,200.0065,280.477,345.101,268.712,351.417,518.115,186.823,437.766,358.779,445.179,377.807,222.527,198.529,501.503,534.727,201.128,198.885,187.718,185.928
23,210.514,199.7345,280.814,345.101,268.657,351.239,518.2035,186.822,437.766,358.779,445.351,377.345,222.326,198.702,501.503,534.904,200.584,198.885,187.748,185.896
24,210.514,199.825,280.814,345.277,268.453,350.961,518.4625,186.737,437.837,358.779,445.58,377.282,222.326,198.702,502.059,534.866,200.496,199.154,187.833,185.641
25,210.73,199.804,280.477,345.277,267.894,350.524,518.5415,186.761,437.887,357.9,445.58,376.768,222.564,198.896,502.217,534.866,200.454,199.154,187.881,185.641
26,210.9455,199.782,280.812,345.277,267.894,350.524,518.728,186.761,437.887,357.9,445.589,376.768,222.686,199.205,502.54,534.916,200.405,199.159,187.881,185.641
27,211.0665,199.782,280.812,345.277,267.894,351.056,518.789,186.799,437.609,357.935,445.597,377.094,222.804,199.329,502.54,535.038,200.405,199.159,187.92,185.678
28,211.178,199.6485,280.561,345.165,268.179,350.046,518.8595,186.799,437.84,357.739,445.597,376.882,222.898,199.458,502.681,535.038,200.096,199.201,187.92,185.678
29,211.131,199.6475,280.561,345.032,268.644,351.056,519.003,186.9425,437.609,357.739,445.597,376.928,222.804,199.458,502.631,535.375,200.094,199.201,188.207,185.678
30,211.131,199.719,280.561,344.563,269.162,351.152,519.003,186.942,437.595,357.571,445.597,376.928,222.804,199.458,502.631,535.375,200.094,199.344,188.207,185.677
31,210.6485,199.719,280.392,344.254,269.365,351.881,519.103,186.796,437.595,357.571,445.689,376.882,222.481,198.816,502.831,535.375,200.094,199.344,187.929,185.663
32,210.582,199.648,280.335,344.162,269.824,352.864,519.251,186.9015,437.591,357.571,445.595,376.419,222.481,198.683,502.976,535.526,200.094,199.202,188.14,185.663
33,210.422,199.8595,280.335,344.114,269.981,352.882,519.1,186.9085,437.591,357.65,445.587,376.419,222.167,198.677,502.831,535.369,200.923,198.796,188.14,185.677
34,210.448,200.0625,280.335,344.056,270.469,353.583,519.1725,186.837,437.595,357.876,445.491,376.419,222.219,198.677,502.976,535.369,200.923,199.202,188.122,185.552
35,210.448,200.0625,280.573,342.68,270.82,353.583,519.2155,186.961,437.608,358.238,445.491,376.775,222.219,198.677,502.976,535.455,200.923,199.202,188.122,185.8
36,210.006,202.4575,280.728,342.68,270.82,353.832,519.2705,186.961,437.724,358.505,445.491,376.828,221.643,198.369,502.841,535.7,200.475,204.44,188.122,185.8
37,209.9815,202.4575,281.084,342.68,270.82,353.619,519.0935,186.7145,437.724,358.505,445.624,376.828,221.608,198.355,502.487,535.7,200.475,204.44,187.877,185.552
38,209.3505,202.4575,281.084,343.401,270.714,353.583,519.0935,186.5925,437.622,358.776,445.624,376.775,220.934,197.767,502.487,535.7,200.475,204.44,187.633,185.552
39,209.201,202.7015,281.032,343.748,270.49,352.986,518.9555,186.5365,437.724,358.776,445.686,376.723,220.644,197.758,502.456,535.455,200.635,204.768,187.526,185.547
40,209.1345,202.6215,281.032,344.035,269.458,352.497,518.628,186.4265,437.719,359.078,445.624,376.723,220.511,197.758,502.292,534.964,200.475,204.768,187.465,185.388
41,208.9085,199.912,280.706,344.383,269.458,352.346,518.3655,186.4055,437.719,359.078,445.601,376.723,220.208,197.609,502.292,534.439,200.635,199.189,187.423,185.388
42,208.903,199.9845,280.706,344.585,269.458,352.346,518.2775,186.3695,437.753,359.286,445.556,376.723,220.208,197.598,502.169,534.386,200.78,199.189,187.376,185.363
43,208.9235,199.9845,280.803,344.843,269.53,352.497,518.252,186.284,438.178,359.286,445.556,376.664,220.249,197.598,502.169,534.335,200.78,199.189,187.334,185.234
44,208.9235,199.967,280.803,344.585,270.007,352.75,517.4005,186.2565,437.753,359.172,445.556,376.691,220.249,197.598,501.441,533.36,200.78,199.154,187.304,185.209
