frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,221.7685,154.3375,NA,NA,251.752,316.347,556.5785,180.725,524.47,202.248,523.598,290.387,234.589,208.948,540.29,572.867,154.926,153.749,176.831,184.619
1,222.4615,154.414,NA,NA,251.965,319.632,556.5825,181.1255,524.492,202.268,523.709,291.658,235.142,209.781,540.298,572.867,154.926,153.902,177.088,185.163
2,222.467,154.504,NA,NA,251.965,319.632,556.72,181.152,524.517,202.268,523.712,291.658,235.142,209.792,540.573,572.867,155.106,153.902,177.088,185.216
3,222.491,154.504,NA,NA,251.965,319.632,556.595,181.152,524.906,202.301,523.712,291.658,235.19,209.792,540.334,572.856,155.106,153.902,177.088,185.216
4,222.5185,154.637,NA,NA,251.965,316.93,556.184,181.333,524.551,202.301,523.712,290.872,235.204,209.833,540.334,572.034,155.417,153.857,176.983,185.683
5,223.052,154.637,NA,NA,251.965,316.509,556.673,181.3845,524.636,202.305,523.205,290.352,235.273,210.831,541.312,572.034,155.417,153.857,176.828,185.941
6,223.553,154.552,NA,NA,251.889,316.486,556.4635,181.2385,524.636,202.377,523.114,289.949,235.624,211.482,541.312,571.615,155.429,153.675,176.519,185.958
7,223.881,154.494,NA,NA,251.889,316.486,555.8625,181.2965,524.56,202.678,522.72,289.228,235.842,211.92,540.72,571.005,155.515,153.473,176.384,186.209
8,224.0405,154.631,NA,NA,251.849,316.5,556.3485,181.2195,524.56,202.833,522.643,289.165,235.842,212.239,541.082,571.615,155.587,153.675,176.23,186.209
9,226.1915,154.728,NA,NA,251.836,316.486,556.417,181.0705,524.636,202.941,522.643,289.029,239.934,212.449,540.72,572.114,155.587,153.869,176.2,185.941
10,226.4015,154.455,NA,NA,251.817,316.491,556.9565,178.7235,524.56,202.941,522.643,288.582,240.311,212.492,540.72,573.193,155.587,153.323,174.932,182.515
