frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,218.422,189.374,242.25,245.114,559.32,584.039,588.944,540,173.098,169.518,252.718,280.481,215.193,221.889,220.471,220.471,203.898,171.308,571.6795,218.541
1,218.455,189.523,242.279,245.139,559.32,584.039,588.944,540,173.408,169.788,252.73,280.481,215.779,221.889,220.471,220.471,203.989,171.598,571.6795,218.834
2,218.59,189.891,242.748,245.139,559.33,584.393,588.944,540,173.408,169.815,252.786,280.711,215.779,221.889,220.471,220.471,204.2405,171.6115,571.8615,218.834
3,218.613,189.891,242.748,245.139,559.33,584.393,588.944,540,173.436,169.878,252.786,280.481,215.779,221.85,220.471,220.471,204.252,171.657,571.8615,218.8145
4,218.613,189.892,242.801,245.135,559.403,584.393,588.944,540,173.463,169.878,252.931,280.481,215.345,221.205,220.471,220.471,204.2525,171.6705,571.898,218.275
5,218.613,189.891,242.801,245.135,559.403,584.566,588.944,540,173.436,169.815,252.931,280.738,215.239,221.049,220.471,220.471,204.252,171.6255,571.9845,218.144
6,218.59,189.793,243.102,245.135,559.403,584.582,588.944,540,173.555,169.815,253.207,280.751,214.591,220.95,220.471,220.471,204.1915,171.685,571.9925,217.7705
7,218.386,189.737,243.555,245.215,558.933,584.797,588.944,540,173.636,169.878,253.274,281.081,214.494,220.785,220.471,220.471,204.0615,171.757,571.865,217.6395
8,218.386,189.793,243.555,245.135,558.933,584.934,588.944,540,173.636,169.778,253.279,281.089,214.222,220.383,220.471,220.471,204.0895,171.707,571.9335,217.3025
9,218.424,189.793,243.383,245.215,558.933,584.934,588.944,540,173.636,169.805,253.274,281.089,214.222,220.383,220.471,220.471,204.1085,171.7205,571.9335,217.3025
10,218.386,189.688,243.383,245.215,558.923,584.934,588.944,540,173.638,169.805,253.274,281.081,214.222,220.383,220.471,220.471,204.037,171.7215,571.9285,217.3025
11,218.424,189.91,242.96,245.215,558.923,584.756,588.944,540,173.754,169.77,252.948,280.896,214.408,220.5,220.471,220.471,204.167,171.762,571.8395,217.454
12,218.424,189.91,242.831,245.188,558.684,584.756,588.944,540,173.754,169.77,252.848,280.847,214.757,220.63,220.471,220.471,204.167,171.762,571.72,217.6935
13,218.405,189.756,242.508,245.188,558.596,584.756,588.944,540,173.754,169.805,252.667,280.799,214.958,220.692,220.471,220.471,204.0805,171.7795,571.676,217.825
14,218.403,189.717,242.355,245.071,558.528,584.625,588.944,540,173.616,169.77,252.667,280.799,215.064,221.07,220.471,220.471,204.06,171.693,571.5765,218.067
15,218.405,189.717,242.355,245.071,558.528,584.709,588.944,540,173.616,169.77,252.825,280.847,215.107,221.07,220.471,220.471,204.061,171.693,571.6185,218.0885
16,218.405,189.666,242.243,245.066,558.528,584.709,588.944,540,173.369,169.736,252.667,280.914,215.107,221.07,220.471,220.471,204.0355,171.5525,571.6185,218.0885
17,218.405,189.666,242.243,245.066,558.678,584.709,588.944,540,173.616,169.718,252.825,280.914,215.275,221.065,220.471,220.471,204.0355,171.667,571.6935,218.17
18,218.464,189.666,242.243,245.028,558.759,584.597,588.944,540,173.616,169.587,252.937,280.914,215.107,220.855,220.471,220.471,204.065,171.6015,571.678,217.981
19,218.511,189.736,243.59,244.961,558.781,584.564,588.944,540,173.38,169.544,252.973,280.909,215.073,220.852,220.471,220.471,204.1235,171.462,571.6725,217.9625
20,218.706,189.736,243.59,245.028,558.815,584.564,588.944,540,173.38,169.544,252.973,280.909,214.669,220.855,220.471,220.471,204.221,171.462,571.6895,217.762
21,218.706,189.736,243.59,244.961,558.849,584.8,588.944,540,173.443,169.544,252.973,280.876,214.669,220.886,220.471,220.471,204.221,171.4935,571.8245,217.7775
22,218.706,189.593,242.978,244.903,558.948,584.844,588.944,540,173.443,169.544,252.815,280.876,214.57,220.852,220.471,220.471,204.1495,171.4935,571.896,217.711
23,218.505,189.592,242.978,244.903,558.948,585.051,588.944,540,173.443,169.544,252.815,280.817,214.511,220.886,220.471,220.471,204.0485,171.4935,571.9995,217.6985
24,218.377,189.54,242.978,244.903,559.134,585.172,588.944,540,173.443,169.513,252.815,280.817,213.888,220.981,220.471,220.471,203.9585,171.478,572.153,217.4345
25,218.375,189.356,243.367,244.858,559.541,585.181,588.944,540,173.395,169.494,252.982,280.817,213.21,221.173,220.471,220.471,203.8655,171.4445,572.361,217.1915
26,218.375,189.356,243.462,244.797,559.4,585.238,588.944,540,173.383,169.44,253.1,280.971,213.21,221.406,220.471,220.471,203.8655,171.4115,572.319,217.308
27,218.375,189.356,243.462,244.743,559.418,585.238,588.944,540,173.341,169.414,253.1,280.971,213.331,221.406,220.471,220.471,203.8655,171.3775,572.328,217.3685
28,218.377,189.42,243.367,244.654,559.418,585.238,588.944,540,172.783,169.414,253.104,281.108,213.331,221.406,220.471,220.471,203.8985,171.0985,572.328,217.3685
29,218.566,189.512,243.177,244.743,559.4,585.001,588.944,540,172.783,169.44,253.104,281.108,213.951,221.326,220.471,220.471,204.039,171.1115,572.2005,217.6385
30,218.766,189.604,242.971,244.654,559.256,584.902,588.944,540,172.783,169.471,253.104,280.971,213.951,220.995,220.471,220.471,204.185,171.127,572.079,217.473
31,218.822,189.604,242.91,244.625,559.099,584.902,588.944,540,172.981,169.509,253.104,281.051,213.951,220.916,220.471,220.471,204.213,171.245,572.0005,217.4335
32,218.822,189.529,242.91,244.508,559.05,584.902,588.944,540,173.011,169.514,253.104,281.051,213.951,220.916,220.471,220.471,204.1755,171.2625,571.976,217.4335
33,218.822,189.604,242.746,244.625,558.962,584.907,588.944,540,173.1,169.509,253.076,281.051,214.034,220.995,220.471,220.471,204.213,171.3045,571.9345,217.5145
34,218.691,189.604,242.746,244.625,558.905,584.932,588.944,540,173.44,169.514,253.134,281.051,214.034,220.618,220.471,220.471,204.1475,171.477,571.9185,217.326
35,218.67,189.529,243.19,244.747,558.816,585.044,588.944,540,173.454,169.555,253.05,281.509,214.077,221.074,220.471,220.471,204.0995,171.5045,571.93,217.5755
36,218.57,189.529,243.222,244.747,558.637,585.044,588.944,540,173.607,169.555,253.05,281.509,214.213,221.074,220.471,220.471,204.0495,171.581,571.8405,217.6435
37,218.207,189.385,243.283,244.747,558.272,585.087,588.944,540,173.662,169.493,253.05,281.509,214.213,221.009,220.471,220.471,203.796,171.5775,571.6795,217.611
38,218.207,189.385,243.283,244.747,558.272,584.969,588.944,540,173.662,169.614,253.134,281.231,214.488,221.009,220.471,220.471,203.796,171.638,571.6205,217.7485
39,218.184,189.385,243.222,244.617,558.272,585.087,588.944,540,173.662,169.614,253.033,281.21,214.509,221.009,220.471,220.471,203.7845,171.638,571.6795,217.759
40,218.184,189.328,242.936,244.528,559.056,585.087,588.944,540,173.777,169.688,253.016,281.158,214.509,221.009,220.471,220.471,203.756,171.7325,572.0715,217.759
41,218.177,189.396,242.936,244.245,559.062,585.209,588.944,540,173.593,169.693,253.016,281.143,214.509,221.044,220.471,220.471,203.7865,171.643,572.1355,217.7765
42,218.184,189.528,242.936,244.245,559.168,585.299,588.944,540,173.578,169.701,253.02,281.143,214.673,221.242,220.471,220.471,203.856,171.6395,572.2335,217.9575
43,218.184,189.596,243.378,244.245,559.168,585.299,588.944,540,173.55,169.809,253.02,280.916,214.756,221.242,220.471,220.471,203.89,171.6795,572.2335,217.999
44,218.493,189.724,243.378,244.293,559.168,585.444,588.944,540,173.43,169.856,253.13,280.916,214.729,221.242,220.471,220.471,204.1085,171.643,572.306,217.9855
45,218.493,189.724,243.451,244.465,559.168,585.299,588.944,540,173.426,169.856,253.294,280.883,214.787,221.098,220.471,220.471,204.1085,171.641,572.2335,217.9425
46,218.493,189.724,243.538,244.635,559.132,585.481,588.944,540,173.324,169.856,253.294,280.883,214.841,221.098,220.471,220.471,204.1085,171.59,572.3065,217.9695
47,218.466,189.644,243.538,245.123,558.982,585.481,588.944,540,173.324,169.847,253.299,281.075,214.864,221.098,220.471,220.471,204.055,171.5855,572.2315,217.981
48,218.233,189.587,243.183,245.126,559.132,585.708,588.944,540,173.324,169.718,253.392,281.431,214.977,221.658,220.471,220.471,203.91,171.521,572.42,218.3175
49,218.153,189.587,243.436,245.462,559.244,585.93,588.944,540,173.399,169.632,253.587,281.431,215.004,221.694,220.471,220.471,203.87,171.5155,572.587,218.349
50,218.153,189.587,243.401,245.511,561.944,585.93,588.944,540,173.388,169.632,253.64,281.459,215.184,221.694,220.471,220.471,203.87,171.51,573.937,218.439
51,218.037,189.587,243.401,245.527,562.015,585.963,588.944,540,173.399,169.718,253.878,281.459,215.184,221.712,220.471,220.471,203.812,171.5585,573.989,218.448
52,218.037,189.587,243.401,245.655,562.487,586.037,588.944,540,173.399,169.718,253.878,281.461,215.217,222.043,220.471,220.471,203.812,171.5585,574.262,218.63
53,218.153,189.559,243.404,245.655,562.015,586.037,588.944,540,173.399,169.632,253.721,281.461,215.243,221.712,220.471,220.471,203.856,171.5155,574.026,218.4775
54,218.28,189.514,243.404,245.655,561.944,585.963,588.944,540,173.388,169.573,253.64,281.461,215.458,221.198,220.471,220.471,203.897,171.4805,573.9535,218.328
55,218.201,189.434,243.658,245.6,560.803,585.963,588.944,540,173.11,169.487,253.467,281.114,215.737,221.395,220.471,220.471,203.8175,171.2985,573.383,218.566
56,218.201,189.509,243.675,244.807,560.325,585.664,588.944,540,172.913,169.487,253.331,281.089,215.737,221.198,220.471,220.471,203.855,171.2,572.9945,218.4675
57,218.201,189.514,243.697,244.807,560.155,585.614,588.944,540,172.913,169.452,253.278,280.768,215.737,221.04,220.471,220.471,203.8575,171.1825,572.8845,218.3885
58,218.053,189.509,243.697,244.802,559.49,585.074,588.944,540,172.85,169.452,253.267,280.724,214.263,220.407,220.471,220.471,203.781,171.151,572.282,217.335
59,218.053,189.509,243.675,244.643,559.329,584.711,588.944,540,172.85,169.527,253.19,280.666,214.263,220.396,220.471,220.471,203.781,171.1885,572.02,217.3295
60,218.053,189.61,241.684,244.518,559.261,584.649,588.944,540,172.832,169.595,252.912,280.563,214.263,220.352,220.471,220.471,203.8315,171.2135,571.955,217.3075
61,218.088,189.874,241.379,244.513,559.129,584.037,588.944,540,172.983,169.528,252.805,279.974,214.553,220.238,220.471,220.471,203.981,171.2555,571.583,217.3955
62,218.184,189.874,240.54,244.408,558.755,583.994,588.944,540,172.983,169.595,252.657,279.974,214.603,220.238,220.471,220.471,204.029,171.289,571.3745,217.4205
