frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,267.7825,191.3455,323.056,316.182,301.213,322.475,554.7685,182.6145,494.902,342.926,510.273,309.027,282.829,252.736,539.35,570.187,194.677,188.014,180.929,184.3
1,268.2325,194.0485,323.066,316.225,301.233,323.918,554.776,182.6825,494.982,342.926,510.273,309.027,282.847,253.618,539.35,570.202,195.835,192.262,181.061,184.304
2,268.4475,194.098,323.08,316.225,301.425,323.918,554.7895,183.586,495.001,343.014,510.852,309.16,282.862,254.033,539.35,570.229,195.835,192.361,182.448,184.724
3,268.664,194.1035,323.066,316.184,301.425,323.743,554.7895,183.586,494.982,343.014,511.033,309.027,282.933,254.395,539.35,570.229,195.846,192.361,182.448,184.724
4,268.7445,194.098,323.08,316.446,301.506,323.743,554.7685,183.586,494.982,342.926,510.821,308.995,283.085,254.404,539.35,570.187,195.835,192.361,182.448,184.724
5,268.7445,194.1035,323.095,316.184,301.529,323.206,554.5985,183.586,494.982,343.04,510.917,308.843,283.085,254.404,539.4,569.797,195.846,192.361,182.448,184.724
6,268.835,194.3245,323.916,316.12,302.628,322.991,554.5815,183.541,495.003,343.179,511.033,308.607,283.266,254.404,539.4,569.763,196.352,192.297,182.448,184.634
7,268.8385,192.692,324.325,315.815,303.287,322.991,554.5815,183.597,494.943,343.179,511.014,308.353,283.273,254.404,539.4,569.763,196.937,188.447,182.571,184.623
8,271.793,192.692,324.325,315.815,303.287,322.991,554.4815,183.7205,494.943,343.052,511.014,308.284,289.044,254.542,539.225,569.738,196.937,188.447,182.807,184.634
9,271.7885,194.9635,324.325,315.815,303.287,323.042,554.4055,183.72,494.943,343.052,511.014,308.284,289.035,254.542,539.106,569.705,196.937,192.99,182.807,184.633
10,272.0285,194.9635,324.132,315.832,303.28,323.045,554.434,183.704,494.934,343.052,511.037,308.284,289.055,255.002,539.105,569.763,196.937,192.99,182.785,184.623
11,272.1745,194.947,324.053,316.17,303.17,323.21,554.405,183.608,494.8,343.052,511.037,308.896,289.347,255.002,539.105,569.705,196.904,192.99,182.785,184.431
12,272.7555,194.527,323.902,316.365,301.742,323.21,554.226,183.5705,494.599,343.35,511.166,309.281,290.157,255.354,539.106,569.346,196.009,193.045,182.95,184.191
13,272.8615,194.5005,323.823,316.365,301.742,323.118,554.341,184.17,494.6,344.092,511.708,309.293,290.157,255.566,539.355,569.327,196.009,192.992,184.149,184.191
14,272.939,194.5005,323.787,316.765,301.71,323.235,554.366,184.064,494.599,344.092,511.708,309.293,290.185,255.693,539.507,569.225,196.009,192.992,184.175,183.953
