frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,230.4065,154.681,,,219.991,156.761,552.075,178.7035,517.764,199.147,524.171,298.462,242.587,218.226,536.984,567.166,160.746,148.616,177.141,180.266
1,230.452,154.681,,,220.367,156.852,552.4315,179.662,518.098,199.147,524.4,299.17,242.654,218.25,536.991,567.872,160.746,148.616,177.683,181.641
2,230.9375,154.857,,,220.757,156.852,552.5205,179.692,518.268,199.32,524.422,299.17,243.625,218.25,537.169,567.872,161.098,148.616,177.688,181.696
3,230.9375,154.857,,,220.757,156.761,552.4315,179.786,518.281,199.613,524.422,299.17,243.625,218.25,536.991,567.872,161.098,148.616,177.876,181.696
4,231.1455,154.857,,,220.784,156.551,552.428,179.786,518.502,199.434,524.53,299.041,244.041,218.25,536.984,567.872,161.098,148.616,177.876,181.696
5,230.9045,155.485,,,220.891,156.354,552.427,179.8005,518.502,199.434,524.678,298.988,243.625,218.184,536.991,567.863,161.949,149.021,177.905,181.696
6,230.9045,155.485,,,220.973,156.354,552.3885,179.631,518.502,199.434,524.749,298.988,243.625,218.184,536.992,567.785,161.949,149.021,177.905,181.357
7,230.885,155.488,,,220.973,156.551,552.3885,179.517,518.453,198.86,524.749,299.041,243.586,218.184,536.992,567.785,161.955,149.021,177.876,181.158
8,231.2295,155.1325,,,220.995,156.502,552.3075,179.2065,518.402,198.86,524.749,299.073,243.736,218.723,536.992,567.623,161.955,148.31,177.422,180.991
9,231.306,155.2275,,,221.083,156.608,552.3075,179.2065,518.345,198.86,524.742,299.073,243.586,219.026,536.992,567.623,162.21,148.245,177.422,180.991
