frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,274.9145,159.1575,345.258,301.903,326.948,312.797,572.6095,159.4025,507.144,292.261,488.541,286.034,288.917,260.912,558.462,586.757,163.542,154.773,161.211,157.594
1,275.043,159.2265,345.818,301.903,327.016,312.835,572.9455,159.5285,507.188,292.261,488.829,286.104,289.14,260.946,558.462,587.429,163.649,154.804,161.452,157.605
2,275.18,159.2885,345.818,301.993,327.041,312.835,573.094,159.674,507.188,292.261,488.829,286.106,289.208,261.152,558.756,587.432,163.75,154.827,161.657,157.691
3,275.20349999999996,159.2885,346.166,302.046,327.041,312.835,573.136,159.7655,507.188,292.253,488.541,286.146,289.241,261.166,558.84,587.432,163.75,154.827,161.839,157.692
4,275.54449999999997,159.2885,346.283,301.954,327.058,312.835,573.019,159.8545,506.773,292.253,488.47,286.106,289.358,261.731,558.609,587.429,163.75,154.827,162.017,157.692
5,275.55449999999996,159.1885,346.166,302.046,327.603,312.553,573.078,159.85399999999998,506.513,292.253,488.382,286.104,289.358,261.751,558.84,587.316,163.55,154.827,162.017,157.691
6,275.868,159.2865,345.882,302.693,327.603,312.553,573.0165,160.05599999999998,506.513,292.596,488.382,285.982,289.764,261.972,558.84,587.193,163.55,155.023,162.421,157.691
7,275.9765,159.288,345.882,302.889,327.077,313.203,572.9984999999999,160.46050000000002,506.513,292.792,488.382,285.853,289.764,262.189,558.804,587.193,163.55,155.026,163.223,157.698
8,275.956,159.31,345.599,302.889,327.659,312.977,572.999,160.52,506.744,292.792,488.382,285.853,289.691,262.221,558.799,587.199,163.589,155.031,163.24,157.8
9,276.0365,159.317,345.599,302.889,327.13,313.199,573.0015,160.5365,506.957,292.596,488.382,285.853,289.832,262.241,558.804,587.199,163.589,155.045,163.24,157.833
10,276.06100000000004,159.338,345.599,302.889,327.13,313.199,573.0889999999999,160.933,507.02,292.851,488.597,285.958,289.832,262.29,558.804,587.374,163.623,155.053,164.033,157.833
11,276.12699999999995,159.3755,345.697,302.918,327.257,313.199,573.6795,161.129,507.02,292.851,488.628,286.099,289.691,262.563,559.49,587.869,163.623,155.128,164.439,157.819
12,276.23749999999995,159.4515,346.106,302.801,327.586,313.138,573.816,161.16449999999998,507.02,292.314,488.574,286.225,289.643,262.832,559.619,588.013,163.623,155.28,164.51,157.819
13,276.0715,160.119,346.106,302.519,327.355,313.148,574.0264999999999,161.199,507.02,292.314,488.574,286.227,289.219,262.924,560.019,588.034,164.119,156.119,164.53,157.868
14,276.1255,160.1385,346.133,302.505,327.355,313.138,574.721,161.16449999999998,507.236,293.525,488.69,286.225,289.177,263.074,561.001,588.441,164.119,156.158,164.51,157.819
15,276.1095,160.1385,346.106,302.468,327.355,313.138,574.761,161.28,507.236,293.276,488.574,286.255,289.145,263.074,561.041,588.481,164.119,156.158,164.713,157.847
16,276.223,160.09699999999998,346.106,302.436,327.586,312.905,576.7705000000001,161.28,507.236,292.371,488.574,286.225,289.177,263.269,561.772,591.769,164.075,156.119,164.713,157.847
17,276.358,159.82150000000001,346.133,302.426,327.355,312.774,577.0944999999999,161.0385,507.101,293.276,488.711,285.955,289.219,263.497,562.353,591.836,163.896,155.747,164.454,157.623
18,276.552,159.82150000000001,346.355,302.105,327.462,312.227,577.5435,160.921,507.101,293.525,488.725,285.874,289.585,263.519,562.692,592.395,163.896,155.747,164.325,157.517
19,276.696,159.911,346.507,302.105,327.702,312.227,577.8679999999999,160.9855,507.065,293.746,489.117,285.874,289.767,263.625,562.954,592.782,164.075,155.747,164.454,157.517
20,276.946,159.911,346.507,302.03,327.531,312.227,578.164,160.9855,507.062,294.259,489.248,285.603,290.176,263.716,563.268,593.06,164.075,155.747,164.454,157.517
21,277.03549999999996,159.65050000000002,346.507,302.002,327.462,312.208,578.289,161.17450000000002,507.051,294.596,489.248,285.766,290.176,263.895,563.45,593.128,163.764,155.537,164.62,157.729
22,277.2115,159.65050000000002,346.507,302.002,327.531,312.208,578.298,161.21550000000002,507.062,294.735,489.248,285.874,290.528,263.895,563.45,593.146,163.764,155.537,164.687,157.744
23,277.3135,159.6245,346.433,302.218,327.531,312.208,578.366,161.352,507.062,294.735,489.186,286.104,290.542,264.085,563.307,593.425,163.712,155.537,164.86,157.844
24,277.3665,159.435,346.433,302.284,327.531,312.208,578.4745,161.34449999999998,507.214,295.126,489.04,286.097,290.565,264.168,563.524,593.425,163.333,155.537,164.945,157.744
25,277.64149999999995,159.5695,346.401,302.61,327.586,312.683,578.4694999999999,161.3475,507.227,295.135,489.018,286.097,290.917,264.366,563.524,593.415,163.324,155.815,164.951,157.744
26,277.731,159.567,346.401,302.61,327.586,312.683,578.4970000000001,161.302,507.306,295.338,489.018,286.48,290.917,264.545,563.524,593.47,163.319,155.815,164.951,157.653
27,277.8375,159.567,346.342,302.638,327.348,312.764,578.4970000000001,161.302,507.306,295.338,488.929,286.48,290.964,264.711,563.524,593.47,163.319,155.815,164.951,157.653
28,277.7545,159.536,346.342,302.61,327.219,312.764,578.6405,161.285,507.306,295.338,488.929,286.48,290.964,264.545,563.674,593.607,163.333,155.739,164.945,157.625
