frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,269.572,238.969,293.706,285.365,535.921,564.539,501.355,494.607,180.902,180.846,341.723,347.857,181.099,184.153,319.292,298.092,254.2705,180.874,550.23,182.62599999999998
1,269.687,238.996,294.554,285.365,536.167,565.235,501.355,495.176,181.039,181.037,341.86,348.032,181.099,184.24,319.626,298.1,254.3415,181.038,550.701,182.6695
2,269.741,238.996,294.554,290.209,536.381,565.265,501.476,495.176,181.039,181.037,341.86,348.24,182.098,184.301,319.626,298.808,254.36849999999998,181.038,550.823,183.1995
3,269.741,238.996,294.554,290.209,536.381,565.235,501.355,495.176,180.902,181.037,341.86,348.24,182.098,184.301,319.292,298.863,254.36849999999998,180.96949999999998,550.808,183.1995
4,269.741,238.996,294.435,285.594,536.381,565.265,501.318,494.842,181.039,181.109,342.731,348.24,182.098,184.825,319.246,298.702,254.36849999999998,181.074,550.823,183.4615
5,269.741,239.33,294.435,290.209,536.204,565.487,501.318,494.705,180.839,180.725,342.108,348.208,183.076,184.825,318.904,298.903,254.5355,180.78199999999998,550.8454999999999,183.95049999999998
6,269.715,239.428,294.435,290.522,536.148,565.487,501.32,494.705,180.753,180.725,341.793,348.116,183.117,184.825,318.904,298.903,254.5715,180.73899999999998,550.8175,183.971
7,269.573,239.428,294.663,290.71,536.069,565.131,501.32,494.424,180.709,180.725,341.584,347.718,183.241,184.304,318.904,299.345,254.5005,180.71699999999998,550.5999999999999,183.7725
8,269.573,239.428,294.663,290.71,536.069,564.652,501.801,494.705,180.753,180.729,342.108,348.116,183.241,184.275,319.051,299.345,254.5005,180.74099999999999,550.3605,183.758
9,269.573,239.817,294.867,290.717,536.148,564.652,502.117,495.011,180.499,180.725,342.108,348.125,183.241,184.275,319.051,299.345,254.695,180.612,550.4000000000001,183.758
10,269.715,239.428,295.156,290.742,536.432,564.652,502.255,495.323,180.499,180.729,342.395,348.125,183.213,184.275,319.051,298.812,254.5715,180.614,550.542,183.744
11,269.721,239.56,294.998,290.742,536.467,565.095,502.117,495.011,180.499,180.94,342.395,348.125,183.213,184.275,319.051,298.658,254.6405,180.71949999999998,550.781,183.744
12,270.451,239.817,294.867,290.723,536.469,565.255,501.801,495.14,180.793,181.473,342.395,348.125,183.079,184.127,319.051,298.427,255.13400000000001,181.133,550.8620000000001,183.603
13,270.451,239.628,294.867,290.723,536.523,565.255,501.128,495.14,181.091,181.505,342.123,348.031,183.079,184.127,319.408,297.78,255.0395,181.298,550.889,183.603
14,270.451,239.628,293.638,290.654,536.593,565.255,501.128,495.08,181.245,181.505,341.654,347.524,181.795,184.127,319.408,297.78,255.0395,181.375,550.924,182.961
15,270.586,239.843,293.638,290.637,536.593,565.395,501.128,494.291,181.091,181.076,341.654,347.524,181.795,184.127,319.408,297.78,255.2145,181.08350000000002,550.9939999999999,182.961
16,270.586,239.844,293.562,290.637,536.904,565.395,501.914,494.533,181.091,181.505,341.654,347.524,181.795,183.975,319.231,298.397,255.215,181.298,551.1495,182.885
17,270.586,239.843,293.562,290.279,536.593,565.48,502.363,494.291,181.109,181.076,341.842,347.482,182.58,183.543,319.062,298.397,255.2145,181.0925,551.0364999999999,183.06150000000002
18,270.636,239.843,293.443,289.936,536.593,565.705,502.363,494.291,181.025,180.849,341.879,347.776,182.761,183.209,319.046,298.397,255.23950000000002,180.937,551.149,182.985
19,270.886,239.314,293.607,285.258,536.904,565.79,502.363,494.429,181.025,180.849,342.406,347.928,182.79,183.209,318.976,298.397,255.10000000000002,180.937,551.347,182.9995
20,270.896,239.314,293.607,285.258,537.055,565.79,502.363,494.533,181.109,180.887,342.413,347.928,182.79,183.209,318.976,298.397,255.10500000000002,180.998,551.4224999999999,182.9995
21,270.986,239.314,293.906,285.297,537.055,565.877,502.42,494.851,181.109,180.849,342.681,347.928,182.79,183.442,318.542,298.395,255.14999999999998,180.97899999999998,551.4659999999999,183.11599999999999
22,270.986,239.314,293.906,285.297,537.092,566.007,502.907,494.856,181.16,180.887,342.926,347.928,182.725,183.442,318.49,298.426,255.14999999999998,181.0235,551.5495,183.08350000000002
23,270.899,239.359,294.086,285.428,537.146,566.007,503.039,495.135,181.16,180.992,342.993,347.856,182.368,183.442,318.475,298.439,255.12900000000002,181.076,551.5764999999999,182.905
24,270.899,239.359,294.741,289.7,537.415,566.11,503.431,495.4,181.228,181.633,342.993,347.803,182.368,183.442,318.475,298.719,255.12900000000002,181.4305,551.7625,182.905
25,270.634,239.251,295.179,289.7,537.506,566.214,503.661,495.4,181.228,182.078,342.993,347.712,182.368,183.453,318.336,298.829,254.9425,181.65300000000002,551.86,182.9105
26,270.634,239.251,295.179,290.022,537.54,566.45,503.661,495.4,181.401,182.078,342.492,347.711,183.05,184.184,318.336,298.829,254.9425,181.73950000000002,551.995,183.61700000000002
27,270.634,239.359,294.741,289.7,537.57,566.468,503.431,495.135,181.401,182.155,342.15,347.711,183.05,184.184,318.336,298.891,254.99650000000003,181.77800000000002,552.019,183.61700000000002
28,270.711,239.525,295.396,289.7,537.57,566.524,502.137,494.659,181.401,182.155,342.15,347.711,183.142,184.375,318.442,298.829,255.118,181.77800000000002,552.047,183.7585
