frame,indiv1.Face_x,indiv1.OuterEar_x,indiv1.HandL_x,indiv1.HandR_x,indiv2.Face_x,indiv2.OuterEar_x,indiv2.HandL_x,indiv2.HandR_x,indiv1.Face_y,indiv1.OuterEar_y,indiv1.HandL_y,indiv1.HandR_y,indiv2.Face_y,indiv2.OuterEar_y,indiv2.HandL_y,indiv2.HandR_y,indiv1.midFace_x,indiv1.midFace_y,indiv2.midFace_x,indiv2.midFace_y
0,479.636,503.728,474.838,422.236,251.001,225.934,289,203.897,204.931,204.014,284.77,352.677,220.033,210.917,378,398.558,491.682,204.4725,238.4675,215.475
1,479.682,503.835,475.409,422.282,251.97,226.925,289,204.354,205.066,204.042,284.897,352.984,220.058,210.999,378,399.095,491.7585,204.554,239.4475,215.5285
2,479.682,503.842,475.409,422.508,251.97,226.925,289,204.425,205.111,204.138,286.344,352.984,220.088,211.268,378,399.095,491.762,204.6245,239.4475,215.678
3,479.636,503.867,475.373,422.544,251.97,227.081,289,204.435,205.15,204.256,286.344,352.679,220.088,211.268,378,399.619,491.7515,204.703,239.5255,215.678
4,479.563,504.309,475.373,422.544,251.843,227.081,289,204.435,205.308,204.256,286.344,352.679,220.088,211.294,378,399.619,491.936,204.782,239.462,215.691
5,479.563,504.309,475.332,422.548,251.693,226.948,289,204.435,205.308,204.256,285.062,352.679,220.325,211.393,378,399.287,491.936,204.782,239.3205,215.859
6,479.398,504.503,475.064,422.635,251.359,226.948,289,204.55,205.402,204.268,284.927,352.679,220.382,211.393,378,399.122,491.9505,204.835,239.1535,215.8875
7,479.375,504.444,475.032,422.664,251.533,226.97,289,204.362,205.463,204.256,284.867,352.992,220.422,211.378,378,399.122,491.9095,204.8595,239.2515,215.9
8,479.367,504.444,475.032,422.664,251.533,226.97,289,204.362,205.463,204.239,284.854,353.114,220.422,211.378,378,398.974,491.9055,204.851,239.2515,215.9
9,479.367,503.91,475.112,422.72,251.419,226.97,289,204.409,205.418,204.198,284.854,353.351,220.422,211.378,378,398.196,491.6385,204.808,239.1945,215.9
10,478.971,503.91,474.99,422.664,251.419,226.97,289,205.357,205.463,204.239,284.867,353.351,220.417,211.378,378,397.184,491.4405,204.851,239.1945,215.8975
11,478.925,503.321,475.048,422.664,251.419,226.791,289,204.469,205.418,204.198,284.867,353.351,220.417,211.415,378,398.196,491.123,204.808,239.105,215.916
12,478.879,503.243,475.048,422.621,251.419,226.47,289,204.469,205.418,204.146,284.76,352.947,220.407,211.907,378,398.915,491.061,204.782,238.9445,216.157
13,478.42,502.423,474.99,422.621,251.419,226.47,289,204.469,205.458,203.992,284.693,352.714,220.407,212.058,378,398.915,490.4215,204.725,238.9445,216.2325
14,478.176,502.337,474.878,422.621,251.602,226.47,289,204.068,205.458,203.837,284.385,352.631,220.407,212.058,378,398.965,490.2565,204.6475,239.036,216.2325
15,478.16,502.049,474.695,422.659,251.809,226.498,289,204.051,205.458,203.837,284.385,352.606,220.407,212.058,378,398.965,490.1045,204.6475,239.1535,216.2325
16,478.16,502.049,474.695,422.661,251.995,227.219,289,204.007,205.513,203.745,284.385,352.606,220.181,212.094,378,398.965,490.1045,204.629,239.607,216.1375
17,478.038,502.244,474.695,423.141,252.15,227.219,289,203.812,205.592,203.837,284.636,352.503,220.167,212.094,378,399.03,490.141,204.7145,239.6845,216.1305
18,478.16,502.337,474.695,423.371,252.258,227.287,289,203.812,205.639,204.012,284.819,352.305,220.167,212.16,378,399.03,490.2485,204.8255,239.7725,216.1635
19,478.246,502.526,474.434,423.385,252.419,227.375,289,204.007,205.651,204.095,284.883,352.071,220.167,212.16,378,398.988,490.386,204.873,239.897,216.1635
20,478.246,502.526,474.434,423.385,252.419,227.375,289,204.109,205.639,204.032,285.041,352.071,220.136,212.024,378,398.988,490.386,204.8355,239.897,216.08
21,478.384,502.651,474.294,423.385,252.414,226.824,289,204.109,205.639,204.032,285.045,352.305,220.167,212.024,378,398.988,490.5175,204.8355,239.619,216.0955
22,478.399,502.526,474.294,428.81,252.414,226.751,289,204.109,205.651,204.032,285.045,349.238,220.26,212.16,378,398.988,490.4625,204.8415,239.5825,216.21
23,478.408,502.651,474.294,428.81,252.139,226.656,289,203.943,205.651,204.163,285.173,349.723,220.319,212.504,378,399.28,490.5295,204.907,239.3975,216.4115
24,478.49,502.623,474.308,428.81,252.125,226.656,289,203.943,205.732,204.22,285.514,349.723,220.487,212.964,378,399.28,490.5565,204.976,239.3905,216.7255
25,478.512,502.772,474.64,428.895,251.907,226.724,289,203.943,205.732,204.281,285.396,348.807,220.579,213.051,378,399.28,490.642,205.0065,239.3155,216.815
26,478.588,502.797,474.64,428.895,251.907,226.656,289,203.943,205.732,204.328,285.248,348.807,220.902,213.051,378,399.118,490.6925,205.03,239.2815,216.9765
27,478.674,502.849,474.67,429.089,251.907,226.724,289,204.28,205.662,204.393,285.248,349.247,221.343,213.051,378,398.937,490.7615,205.0275,239.3155,217.197
28,478.674,502.849,474.67,429.197,251.907,226.724,289,204.28,205.662,204.419,285.389,348.741,221.343,213.051,378,398.937,490.7615,205.0405,239.3155,217.197
29,478.674,502.849,474.589,429.3,251.907,226.439,289,204.28,205.662,204.419,285.248,348.926,221.662,212.791,378,399.118,490.7615,205.0405,239.173,217.2265
30,478.674,502.797,474.516,429.3,251.776,226.327,289,204.214,205.745,204.446,285.244,349.247,221.977,212.704,378,399.353,490.7355,205.0955,239.0515,217.3405
31,478.522,502.646,474.516,429.3,251.776,226.327,289,204.214,205.91,204.636,285.206,349.277,221.977,212.704,378,399.374,490.584,205.273,239.0515,217.3405
32,478.38,502.591,474.297,428.987,251.776,226.327,289,204.113,205.91,204.636,284.998,349.624,221.846,212.704,378,399.374,490.4855,205.273,239.0515,217.275
33,477.734,502.572,474.23,423.529,251.785,226.503,289,204.113,205.91,204.742,284.852,352.563,221.846,212.445,378,399.958,490.153,205.326,239.144,217.1455
34,477.734,502.572,473.969,423.52,251.789,226.503,289,204.113,205.998,204.742,284.174,352.563,221.225,212.403,378,400.157,490.153,205.37,239.146,216.814
35,477.734,502.484,473.969,423.325,252.03,226.571,289,203.999,206.325,204.437,284.156,352.563,220.737,212.403,378,400.157,490.109,205.381,239.3005,216.57
36,477.849,502.258,472.799,423.139,252.07,226.608,289,203.999,206.338,204.348,283.811,352.516,220.674,212.307,378,400.157,490.0535,205.343,239.339,216.4905
37,477.893,502.154,470.193,423.139,252.07,226.608,289,204.268,206.338,204.305,283.69,352.516,220.66,212.307,378,400.157,490.0235,205.3215,239.339,216.4835
38,478.09,502.154,469.254,423.325,252.07,226.571,289,204.268,206.352,204.305,283.158,352.448,220.674,212.307,378,399.887,490.122,205.3285,239.3205,216.4905
