frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,207.41199999999998,200.0815,279.83,340.068,268.98,351.702,512.5635,182.897,472.525,348.736,444.981,357.104,222.384,192.44,493.858,531.269,201.777,198.386,181.903,183.891
1,207.453,200.288,279.83,340.331,268.98,351.702,513.0135,184.9155,472.734,348.943,445.076,357.494,222.466,192.44,494.684,531.343,202.121,198.455,184.505,185.326
2,207.8795,200.37,279.83,340.331,268.98,351.702,513.037,186.827,472.756,348.945,445.076,357.494,222.628,193.131,494.731,531.343,202.215,198.525,188.252,185.402
3,207.82999999999998,200.431,279.83,340.331,268.935,351.642,513,186.9735,472.845,348.945,444.981,357.483,222.628,193.032,494.731,531.269,202.294,198.568,188.253,185.694
4,207.8625,200.6255,279.817,340.341,265.061,350.823,511.669,187.4305,472.845,349.005,444.832,357.494,222.693,193.032,494.731,528.607,202.515,198.736,189.167,185.694
5,207.8625,200.6255,279.817,340.341,264.964,350.096,511.481,187.56,472.853,349.005,444.749,357.483,222.693,193.032,494.731,528.231,202.515,198.736,189.167,185.953
6,207.87650000000002,200.6255,278.916,340.396,264.806,350.011,511.0485,187.619,472.853,349.005,444.749,357.404,222.721,193.032,494.574,527.523,202.515,198.736,189.167,186.071
7,207.68099999999998,200.5645,278.174,340.413,264.964,348.975,510.5475,187.583,472.853,348.93,444.832,357.404,222.721,192.641,493.818,527.277,202.467,198.662,189.023,186.143
8,207.5865,200.55450000000002,276.91,340.396,264.801,348.423,510.5475,187.596,472.801,348.93,444.808,357.404,222.721,192.452,493.818,527.277,202.447,198.662,189.01,186.182
9,207.49349999999998,200.36950000000002,276.645,339.815,264.768,348.197,510.5475,187.64600000000002,472.801,348.864,444.828,357.404,222.535,192.452,493.818,527.277,202.184,198.555,189.01,186.282
10,207.59300000000002,200.36950000000002,276.645,340.199,263.874,347.907,510.7845,187.67849999999999,472.801,348.855,445.019,357.473,222.721,192.465,493.894,527.675,202.184,198.555,189.01,186.347
11,207.7385,200.25400000000002,276.444,339.815,263.546,346.508,510.947,187.81,472.814,348.864,445.019,357.506,222.836,192.641,494.113,527.781,202.032,198.476,189.215,186.405
12,208.2295,200.2495,276.444,339.733,263.546,346.508,511.125,187.887,473.066,348.864,445.418,357.577,223.002,193.457,494.19,528.06,202.032,198.467,189.369,186.405
13,208.438,200.10950000000003,276.75,339.718,263.546,346.508,511.33549999999997,187.981,473.175,348.796,445.418,357.577,223.146,193.73,494.448,528.223,202.032,198.187,189.61,186.352
14,208.8365,200.1365,277.33,339.718,263.788,347.399,511.17099999999994,187.9985,473.175,348.796,445.473,357.513,223.362,194.311,494.282,528.06,202.086,198.187,189.645,186.352
15,208.87400000000002,200.1285,277.432,339.642,264.246,347.414,511.17099999999994,187.9985,473.187,348.827,445.418,357.513,223.437,194.311,494.282,528.06,202.086,198.171,189.645,186.352
16,209.00900000000001,200.1235,278.209,339.642,264.567,347.647,511.035,187.981,473.187,348.827,445.331,357.513,223.688,194.33,494.437,527.633,202.086,198.161,189.61,186.352
17,208.87400000000002,200.00799999999998,280.32,339.718,264.922,348.167,511.035,187.8375,473.187,348.827,445.331,357.426,223.437,194.311,494.437,527.633,201.917,198.099,189.351,186.324
18,208.789,199.7495,280.32,340.12,264.922,348.191,511.035,187.7995,473.029,348.827,445.392,357.426,223.362,194.216,494.437,527.633,201.487,198.012,189.344,186.255
19,208.503,199.6815,280.32,339.904,264.638,349.175,511.104,187.6985,473.021,348.827,445.392,357.811,223.248,193.758,494.491,527.717,201.464,197.899,189.301,186.096
20,207.929,199.61700000000002,280.32,340.12,264.922,349.175,512.6700000000001,187.0625,472.926,348.88,445.392,357.874,222.882,192.976,494.491,530.849,201.335,197.899,188.544,185.581
21,207.86700000000002,199.6735,280.203,340.218,264.638,349.407,512.6949999999999,186.909,472.926,348.88,445.48,358.118,222.792,192.942,494.491,530.899,201.335,198.012,188.313,185.505
22,207.86700000000002,199.61599999999999,280.118,340.12,264.638,349.407,513.444,184.56799999999998,473.021,348.91,445.48,358.253,222.792,192.942,494.018,532.87,201.217,198.015,183.942,185.194
23,207.929,199.61599999999999,279.844,339.904,264.833,349.013,513.5545,182.851,472.926,349.056,445.359,358.253,222.882,192.976,493.948,533.161,201.217,198.015,181.659,184.043
24,208.06150000000002,199.6755,279.545,339.465,265.195,348.937,514.0695000000001,182.2775,472.926,349.179,445.359,358.28,223.104,193.019,493.948,534.191,201.224,198.127,180.737,183.818
