frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,250.597,189.221,328.529,318.912,290.59,369.963,496.20550000000003,161.772,484.035,324.697,476.637,316.622,265.447,235.747,485.993,506.418,191.158,187.284,165.736,157.808
1,250.868,189.5865,328.529,319.69,290.895,369.963,496.2475,163.804,492.414,324.748,476.637,316.648,265.876,235.86,486.031,506.464,191.355,187.818,165.736,161.872
2,250.868,189.5865,328.639,319.723,290.919,370.282,496.2475,164.0725,492.419,324.748,476.637,317.443,265.876,235.86,486.031,506.464,191.355,187.818,165.777,162.368
3,250.868,189.4985,328.529,320.074,290.919,370.081,496.20550000000003,164.34300000000002,492.733,324.697,471.407,317.337,265.876,235.86,485.993,506.418,191.179,187.818,166.235,162.451
4,250.88150000000002,189.57100000000003,328.529,320.074,291.1,370.081,492.96799999999996,167.09300000000002,501.603,324.697,467.905,317.337,265.884,235.879,481.185,504.751,191.324,187.818,171.535,162.651
5,250.89950000000002,189.5165,328.688,320.175,291.585,370.081,492.83799999999997,167.4385,507.057,324.748,461.885,317.337,265.939,235.86,480.952,504.724,191.256,187.777,171.621,163.256
6,250.897,189.4315,328.688,320.333,291.765,370.289,492.7405,167.853,507.926,324.794,460.789,317.025,265.939,235.855,480.852,504.629,191.179,187.684,171.966,163.74
7,250.897,189.28199999999998,327.858,322.413,291.765,370.289,492.6225,167.88049999999998,521.353,324.926,460.717,316.514,265.939,235.855,480.632,504.613,190.88,187.684,172.009,163.752
8,250.897,189.4135,326.963,322.539,291.791,370.362,490.2985,167.88049999999998,521.578,333.169,455.468,316.163,265.939,235.855,476.878,503.719,191.143,187.684,172.009,163.752
9,251.11,189.4425,326.963,322.539,291.791,370.362,490.2975,167.8745,521.603,333.169,455.468,316.13,266.365,235.855,476.878,503.717,191.108,187.777,172.009,163.74
