frame,indiv1.midFace_x,indiv1.midFace_y,indiv1.HandL_x,indiv1.HandL_y,indiv1.HandR_x,indiv1.HandR_y,indiv2.midFace_x,indiv2.midFace_y,indiv2.HandL_x,indiv2.HandL_y,indiv2.HandR_x,indiv2.HandR_y,indiv1.Face_x,indiv1.OuterEar_x,indiv2.Face_x,indiv2.OuterEar_x,indiv1.Face_y,indiv1.OuterEar_y,indiv2.Face_y,indiv2.OuterEar_y
0,253.08599999999998,154.8235,333.937,313.265,320.765,320.065,568.9739999999999,160.268,507.202,291.19,489.393,285.029,267.727,238.445,554.944,583.004,156.813,152.834,162.081,158.455
1,253.08599999999998,154.96499999999997,333.974,313.424,320.765,320.068,569.0364999999999,160.3265,507.778,291.257,489.64,285.029,267.727,238.445,555.069,583.004,156.813,153.117,162.101,158.552
2,253.2685,155.84449999999998,333.974,313.424,320.863,320.125,569.213,160.3765,507.778,291.257,489.656,285.029,267.727,238.81,555.37,583.056,157.047,154.642,162.101,158.652
3,253.2685,156.14350000000002,333.974,313.507,320.765,320.068,569.213,160.3765,507.778,291.257,489.697,285.029,267.727,238.81,555.37,583.056,157.645,154.642,162.101,158.652
4,253.2685,156.094,334.021,313.507,320.765,320.065,569.187,160.36649999999997,507.273,291.19,489.697,285.029,267.727,238.81,555.37,583.004,157.546,154.642,162.081,158.652
5,254.37349999999998,155.8485,333.948,313.427,320.726,319.921,569.1945000000001,160.358,507.273,290.88,489.731,285.025,268.368,240.379,555.333,583.056,157.546,154.151,162.101,158.615
6,254.427,155.8195,333.948,313.427,320.684,319.921,569.2375,160.49200000000002,507.185,290.685,489.731,285.043,268.462,240.392,555.333,583.142,157.546,154.093,162.435,158.549
7,254.69850000000002,155.6375,334.334,313.507,320.684,319.921,569.2455,160.51749999999998,507.13,290.685,489.731,285.174,268.475,240.922,555.333,583.158,157.486,153.789,162.51,158.525
8,254.754,155.5795,334.372,313.427,320.757,319.712,569.373,160.51749999999998,507.185,290.685,490.002,285.043,268.53,240.978,555.372,583.374,157.486,153.673,162.51,158.525
9,254.86849999999998,155.5795,334.334,313.427,320.757,320.002,569.384,160.5915,507.455,290.685,489.909,284.965,268.632,241.105,555.394,583.374,157.486,153.673,162.658,158.525
